storm identifier,report ID,date,year,month,day,time,error,type,mag,state,county,radar,slat,slon,elat,elon,start_time (start time of storm analysis),end_time (end time of storm analysis),start_lat (start lat of storm analysis),start_lon (start lon of storm analysis),end_lat (end lat of storm analysis),end_lon (end lon of storm analysis),bndy,hcr,merger,merger_times (separated by spaces � HHMM),bndy orientation (degrees ... included if there is a boundary or HCRs),do_not_include,notes (NO COMMAS),,,,,,
20100526-storm1,2010-H0526192301,5/26/10,2010,5,26,1923,,HAIL,200,CO,Adams,KFTG,39.87,-104.86,,,191436,3515,39.793762,-104.830757,40.318069,-104.009529,0,1,1,1956 2001 2034 2048 2111 2130  ,0,,Isolated supercell with multiple reports a lot of clutter near radar site,,,,,,
20100526-storm1,2010-T0526193001,5/26/10,2010,5,26,1930,,TORNADO,0,CO,Denver,KFTG,39.85,-104.82,,,191436,3515,39.793762,-104.830757,40.318069,-104.009529,0,1,1,1956 2001 2034 2048 2111 2130,0,,Same storm as above new report,,,,,,
20100526-storm1,2010-H0526193301,5/26/10,2010,5,26,1933,,HAIL,200,CO,Adams,KFTG,39.81,-104.92,,,191436,3515,39.793762,-104.830757,40.318069,-104.009529,0,1,1,1956 2001 2034 2048 2111 2130,0,,Same storm as above new report,,,,,,
20100526-storm1,2010-H0526195102,5/26/10,2010,5,26,1951,,HAIL,275,CO,Adams,KFTG,39.96,-104.78,,,191436,3515,39.793762,-104.830757,40.318069,-104.009529,0,1,1,1956 2001 2034 2048 2111 2130,0,,Same storm as above new report,,,,,,
20100526-storm1,2010-T0526213001,5/26/10,2010,5,26,2130,,TORNADO,0,CO,Weld,KFTG,40.1,-104.5,,,191436,3515,39.793762,-104.830757,40.318069,-104.009529,0,1,1,1956 2001 2034 2048 2111 2130,0,,Same storm as above new report,,,,,,
20100526-storm1,2010-H0526222001,5/26/10,2010,5,26,2220,,HAIL,200,CO,Weld,KFTG,40.07,-104.41,,,191436,3515,39.793762,-104.830757,40.318069,-104.009529,0,1,1,1956 2001 2034 2048 2111 2130,0,,Same storm as above new report,,,,,,
20100602-storm1,2010-T0602205501,6/2/10,2010,6,2,2055,,TORNADO,0,TX,Lynn,KLBB,33.36,-101.92,,,204848,212802,33.305931,-101.873596,33.309341,-101.94606,0,1,1,2103 2123 ,0,,Formed along a boundary difficult to discern storm centroid at time of report will attempt,,,,,,
20100605-storm1,2010-T0605211901,6/5/10,2010,6,5,2119,,TORNADO,1,ME,Oxford,KGYX,44.21,-70.46,44.17,-70.39,203811,230550,44.316555,-70.929581,43.851109,-69.363403,1,0,1,2042 2101 ,0,,well defined supercell crosses boundary becomes messy towards the end,,,,tracks correct storm returns neg values at time steps 3-12,,
20100605-storm2,2010-W0606022001,6/6/10,2010,6,6,220,,WIND,65,IL,Grundy,KLOT,41.29,-88.3,41.28,-88.28,12413,33717,41.35165,-88.925346,41.275963,-87.326683,0,0,1,0128 0147 0210 0305 ,0,,Multiple cells in inflow region,,,,,,
20100610-storm1,2010-H0610233001,6/10/10,2010,6,10,2330,,HAIL,200,CO,Elbert,KFTG,39.56,-104.61,,,224133,13728,39.400627,-104.886787,39.705986,-103.65358,1,0,1,41,150,,Isolated cell until one forms north of with several cell mergers not accounted for,,,,,,
20100610-storm1,2010-T0611012001,6/11/10,2010,6,11,120,,TORNADO,0,CO,Weld,KFTG,40.06,-104.42,,,224133,13728,39.400627,-104.886787,39.705986,-103.65358,1,0,1,41,150,,Same storm as above new report,,,,,,
20100611-storm1,2010-H0611221501,6/11/10,2010,6,11,2215,,HAIL,250,CO,Adams,KFTG,39.99,-104.8,,,204916,818,39.607597,-105.386574,40.104229,-103.759956,0,1,1,2130 2203 2217 2331,0,,Questionable cycling supercell,,,,,,
20100611-storm1,2010-H0611235901,6/11/10,2010,6,11,2359,,HAIL,200,CO,Arapahoe,KFTG,39.72,-104.31,,,204916,818,39.607597,-105.386574,40.104229,-103.759956,0,1,1,2130 2203 2217 2331,0,,Same storm as above new report,,,,,,
20100617-storm1,2010-W0617211501,6/17/10,2010,6,17,2115,,WIND,78,ND,GrandForks,KMVX,47.78,-97.36,,,204751,221050,47.631889,-97.333359,48.2004,-97.168823,1,1,1,2124 2133 2206 ,60,,North Dakota test case with multiple boundaries and cells,,,,,,
20100620-storm1,2010-H0620215301,6/20/10,2010,6,20,2153,,HAIL,275,MT,Yellowstone,KBLX,45.79,-108.87,,,213850,220155,45.796799,-108.873802,45.828297,-108.839828,1,0,1,2143,30,,Merges with two other cells near radar with a lot of noise,,,,Need,,
20100621-storm1,2010-T0621205501,6/21/10,2010,6,21,2055,,TORNADO,0,ND,GrandForks,KMVX,47.77,-97.69,47.74,-97.55,193500,211150,47.793213,-98.150169,47.746044,-97.604088,1,0,1,1946 2016 ,120,,LP supercell multiple boundaries perpendicular to one another,,,,,,
20100622-storm1,2010-T0623003001,6/23/10,2010,6,23,39,1,TORNADO,1,PA,Bradford,KBGM,41.99,-76.36,41.99,-76.34,233821,11615,42.081215,-76.888771,41.944523,-76.054405,0,0,0,,0,,Scattered cells with same motion,,,,,,
20100625-storm1,2010-W0625215003,6/25/10,2010,6,25,2150,,WIND,65,ND,Morton,KBIS,46.89,-101.18,,,205425,232108,46.879356,-101.404411,46.299919,-100.059029,1,1,0,,90,,cycling isolated supercell with multiple boundaries,,,,,,
20100625-storm2,2010-T0625230001,6/25/10,2010,6,25,2300,,TORNADO,0,NE,Cherry,KLNX,42.14,-100.42,42.13,-100.43,223049,234022,42.09013,-100.364166,42.061008,-100.349373,0,1,0,,0,,storm forms on boundary and moves east of it,,,,,,
20100625-storm3,2010-H0626000501,6/26/10,2010,6,26,5,,HAIL,275,ND,Morton,KBIS,46.66,-101.15,,,231634,15226,46.79594,-101.732506,46.235962,-100.222023,1,0,1,0011 0048,30,,cycles along outflow boundary meso shifts south another cycle at end of period,,,,,,
20100625-storm4,2010-T0626000501,6/26/10,2010,6,26,5,,TORNADO,0,NE,Thomas,KLNX,41.8,-100.83,41.79,-100.84,231713,24038,41.871265,-100.715599,41.549648,-101.094803,0,1,0,,0,,New storm forms on boundary and moves off of it,,,,,,
20100630-storm1,2010-T0630193001,6/30/10,2010,6,30,1930,,TORNADO,0,TX,Nueces,KCRP,27.83,-97.8,27.83,-97.8,184840,200159,27.896782,-97.548729,27.717773,-98.094269,0,0,1,1952,0,,Messy group of showers with rotation,,,,,,
20100717-storm1,2010-H0717204601,7/17/10,2010,7,17,2046,,HAIL,425,SD,Brown,KABR,45.65,-98.5,,,202645,222257,45.705177,-98.647575,45.303429,-97.467766,0,1,1,2053 2111 2133,0,,Storms develop on boundary and remain on boundary cycles half way through new meso 15-20 km downstream  ,,,,,,
20100717-storm2,2010-H0717220001,7/17/10,2010,7,17,2200,,HAIL,275,MN,Carver,KMPX,45.01,-93.86,44.95,-93.81,205751,223837,45.272705,-94.315804,44.916939,-93.582962,1,1,0,,90,,remains upstream from a boundary,,,,,,
20100722-storm1,2010-T0722182501,7/22/10,2010,7,22,1825,,TORNADO,0,IN,Johnson,KIND,39.56,-86.16,39.56,-86.14,170822,200434,39.404819,-86.729973,39.533756,-85.454079,1,1,1,1736 1902 1926,90,,LP supercell interacting with other cells,,,,,,
20100726-storm1,2010-H0727000501,7/27/10,2010,7,27,5,,HAIL,275,ND,Ward,KMBX,48.09,-101.05,,,,,,,,,,,,,,1,No Radar Data,,,,,,
20100728-storm1,2010-W0729021501,7/29/10,2010,7,29,215,,WIND,65,MT,Valley,KGGW,48.34,-106.85,,,4543,43255,48.642822,-107.51524,47.750126,-106.00354,0,1,0,,,,Isolated supercell with possible boundary in amongst HCRs … questionable boundary,,,,,,
20100802-storm1,2010-T0802193601,8/2/10,2010,8,2,1936,,TORNADO,0,ND,Morton,KBIS,46.9,-101.14,46.9,-101.14,192117,222009,46.925156,-101.184013,46.721775,-99.784599,,,1,2030,,,there are heterogeneities in the inflow not sure how to classify boundary vs HCR also cycles between 2125 to 2206 ,,,,,,
20100803-storm1,2010-H0804032301,8/4/10,2010,8,4,323,,HAIL,300,NE,Sarpy,KOAX,41.18,-96.04,41.16,-95.92,20627,35311,41.352779,-96.571915,41.121868,-95.627609,0,0,1,333,0,,trails behind stronger storm and dissipates once a cell move through the ff region,,,,,,
20100819-storm1,2010-W0819223801,8/19/10,2010,8,19,2238,,WIND,65,MI,Lapeer,KDTX,43.04,-83.44,,,214520,849,43.32692,-83.795151,42.414097,-82.725227,1,0,1,2201 2209 2250,90,,Strong isolated supercell with boundary and new meso at 2201,,,,,,
20100819-storm1,2010-W0819224502,8/19/10,2010,8,19,2245,,WIND,65,MI,Lapeer,KDTX,42.94,-83.29,42.95,-83.06,214520,849,43.32692,-83.795151,42.414097,-82.725227,1,0,1,2201 2209 2250,90,,Same storm as above new report,,,,,,
20100819-storm1,2010-W0819232101,8/19/10,2010,8,19,2321,,WIND,65,MI,Macomb,KDTX,42.72,-83.06,,,214520,849,43.32692,-83.795151,42.414097,-82.725227,1,0,1,2201 2209 2250,90,,Same storm as above new report,,,,,,
20100819-storm1,2010-T0819232901,8/19/10,2010,8,19,2329,,TORNADO,1,MI,Macomb,KDTX,42.66,-82.98,42.63,-82.97,214520,849,43.32692,-83.795151,42.414097,-82.725227,1,0,1,2201 2209 2250,90,,Same storm as above new report,,,,,,
20100915-storm1,2010-H0916000002,9/16/10,2010,9,16,0,,HAIL,275,OK,Major,KVNX,36.43,-98.3,,,230618,5716,36.596046,-98.533195,36.268871,-98.04071,0,1,1,2330 2353 0029 0043 ,0,,develops on boundary and remains ahead of boundary and cold front dissipates when interacts with another supercell,,,,,,
20100915-storm2,2010-H0916003401,9/16/10,2010,9,16,34,,HAIL,250,KS,Cowley,KICT,37.39,-97.12,,,205051,11116,37.820351,-98.266327,37.23085,-96.782906,1,1,1,2057 2144 2230 2316 2343 2348 0006 ,30,,some form of inflow heterogeneity may not be HCRs,,,,,,
20100918-storm1,2010-H0918213101,9/18/10,2010,9,18,2131,,HAIL,550,MO,Jackson,KEAX,39.02,-94.4,,,204548,234204,39.130192,-94.498833,38.882538,-93.842178,1,1,1,2104 2113 2200 2214 2328 ,90,,messy storm that interacts with several boundaries cycles around 2315,,,,,,
20100918-storm1,2010-H0918215101,9/18/10,2010,9,18,2151,,HAIL,275,MO,Jackson,KEAX,39.02,-94.3,,,204548,234204,39.130192,-94.498833,38.882538,-93.842178,1,1,1,2104 2113 2200 2214 2328 ,90,,Same storm as above new report,,,,,,
20100927-storm1,2010-T0927223401,9/27/10,2010,9,27,2234,,TORNADO,0,GA,Laurens,KJGX,32.64,-83.03,32.64,-83.03,210112,235229,32.509827,-83.381577,32.943062,-82.593994,0,0,0,,0,,low res data with LP storm difficult to distinguish boundary,,,,,,
20101005-storm1,2010-W1005202401,10/5/10,2010,10,5,2024,,WIND,75,AZ,Maricopa,KIWA,33.36,-111.87,33.36,-111.89,212611,223959,33.101715,-111.776672,33.862053,-111.940193,0,0,1,2149 2235 ,0,,Storm develops on boundary cycles fom 2135 to 2153 ,,,,,,
20101005-storm1,2010-W1005213801,10/5/10,2010,10,5,2138,,WIND,65,AZ,Maricopa,KIWA,33.22,-111.87,,,212611,223959,33.101715,-111.776672,33.862053,-111.940193,0,0,1,2149 2235 ,0,,Same storm as above new report,,,,,,
20101005-storm1,2010-H1005220501,10/5/10,2010,10,5,2205,,HAIL,250,AZ,Maricopa,KIWA,33.53,-111.85,33.57,-111.77,212611,223959,33.101715,-111.776672,33.862053,-111.940193,0,0,1,2149 2235 ,0,,Same storm as above new report,,,,,,
20101026-storm1,2010-T1026231701,10/26/10,2010,10,26,2317,,TORNADO,0,SC,Greenville,KGSP,35.09,-82.48,35.1,-82.4,221741,3015,34.846939,-83.035042,35.450607,-81.828308,0,0,0,,0,,Isolated cycling supercell at 2245 2321 ,,,,,,
20110225-storm1,2011-T0225230001,2/25/11,2011,2,25,2300,,TORNADO,0,CA,Sacramento,DAX,38.56,-121.3,38.57,-121.29,,,,,,,,,,,,1,boundary is evident (and it moves so it's not terrain) but this is not a supercell,,,,,,
20110319-storm1,2011-T0320000301,3/20/11,2011,3,20,3,,TORNADO,0,TX,Hale,LBB,33.9,-101.76,,,2256,56,,,,,0,0,0,,,,33.8397 -102.0283 34.0877 -101.3687 - storm forms along evident boundary but moves away from it - only boundaries are initiating boundary and storm-induced outflow,,,,,,
20110326-storm1,2011-H0326194201,3/26/11,2011,3,26,1942,,HAIL,425,GA,Coweta,FFC,33.23,-84.88,33.25,-84.52,1902,2113,,,,,0,0,1,2059,,,33.1688 -85.3186 33.1317 -83.8307 - a lot of hail - very sidelobe dominant signal,,,,,,
20110403-storm1,2011-W0403235001,4/3/11,2011,4,3,2350,,WIND,70,KS,Shawnee,TWX,39.02,-95.86,39.03,-95.65,2247,13,,,,,1,0,0,,60,,38.9780 -96.7749 39.0959 -95.4313 - storm forms on cold side of boundary and continually develops new convection on rear flank along boundary - likely produced at least two unrecorded tornadoes ,,,,,,
20110414-storm1,2011-H0415002101,4/15/11,2011,4,15,21,,HAIL,200,OK,Wagoner,INX,35.95,-95.65,,,2322,158,,,,,0,0,1,2345 0114,,,35.6889 -96.1630 36.1555 -95.1916 - shower band at 0114 UTC roughly corresponds to period from torgen to supercell demise,,,,,,
20110415-storm1,2011-T0415184801,4/15/11,2011,4,15,1848,,TORNADO,1,MS,Smith,DGX,32.06,-89.73,32.07,-89.69,1734,1933,,,,,0,0,1,1833 1838 1843,,,31.8763 -90.5918 32.2556 -89.2244 - sub-40 dBZ shower band at 1857,,,,,,
20110415-storm2,2011-W0415191501,4/15/11,2011,4,15,1915,,WIND,74,MS,Simpson,DGX,31.95,-89.9,31.98,-89.85,1829,2000,,,,,0,0,1,1852 1901 1910 1919 1947,,,31.7656 -90.4743 31.9990 -89.3079,,,,,,
20110416-storm1,2011-T0416202501,4/16/11,2011,4,16,2025,,TORNADO,2,NC,Johnston,RAX,35.33,-78.53,35.49,-78.36,1950,2140,,,,,0,0,0,,,,35.1164 -78.9679 35.9566 -77.7338 - no mergers - remarkably prestine evolution given the broader convective scene,,,,,,
20110416-storm1,2011-T0416205001,4/16/11,2011,4,16,2050,,TORNADO,1,NC,Johnston,RAX,35.51,-78.26,35.59,-78.15,1950,2140,,,,,0,0,0,,,1,35.1164 -78.9679 35.9566 -77.7338 - no mergers - remarkably prestine evolution given the broader convective scene,,,,,,
20110416-storm1,2011-T0416211202,4/16/11,2011,4,16,2112,,TORNADO,2,NC,Wilson,RAX,35.66,-78.04,35.74,-77.92,1950,2140,,,,,0,0,0,,,1,35.1164 -78.9679 35.9566 -77.7338 - no mergers - remarkably prestine evolution given the broader convective scene,,,,,,
20110416-storm2,2011-T0416231001,4/16/11,2011,4,16,2310,,TORNADO,2,VA,IsleofWight,AKQ,36.75,-76.84,37.03,-76.62,2227,5,,,,,0,0,1,2323,,,36.3907 -77.2942 37.3475 -76.3497 - same storm as the RAX case - sub-40 dBZ echo moves thru meso prior to torgen -  echo comes up from SW and intersects meso region,,,,,,
20110419-storm1,2011-H0419223302,4/19/11,2011,4,19,2233,,HAIL,200,TX,Tarrant,FWS,32.85,-97.13,,,2208,13,,,,,0,1,0,,,1,not a discrete cell - RM in line,,,,,,
20110419-storm2,2011-H0420000601,4/20/11,2011,4,20,6,,HAIL,275,TX,Johnson,FWS,32.35,-97.4,,,2258,205,,,,,0,1,0,,,1,RM in line - neither this nor the cell before are really discrete cells,,,,,,
20110419-storm3,2011-H0420003301,4/20/11,2011,4,20,33,,HAIL,200,MO,St.Louis,LSX,38.61,-90.4,38.67,-90.33,0,40,,,,,0,0,0,,,,38.5000 -90.7823 38.6775 -90.1429 - analysis ends by becoming cell in line thru upscale growth - only feature in inflow region is surging outflow boundary,,,,,,
20110424-storm1,2011-H0425044101,4/25/11,2011,4,25,441,,HAIL,200,TX,Parker,FWS,32.74,-97.67,,,339,516,,,,,0,0,0,,,,32.6222 -98.0501 32.8327 -97.3951,,,,,,
20110426-storm1,2011-T0426214401,4/26/11,2011,4,26,2144,,TORNADO,0,MI,Allegan,GRR,42.74,-85.83,42.76,-85.78,2105,2307,,,,,0,0,1,2123,,,42.5302 -86.2235 43.2787 -84.8949,,,,,,
20110426-storm2,2011-H0426232101,4/26/11,2011,4,26,2321,,HAIL,275,AR,Crawford,SRX,35.5,-94.05,,,2133,2352,,,,,0,0,1,2158,,,35.0083 -95.0506 35.5270 -93.6346,,,,,,
20110426-storm3,2011-T0426233201,4/26/11,2011,4,26,2332,,TORNADO,1,AR,Faulkner,LZK,35.18,-92.16,35.19,-92.12,2204,2354,,,,,0,0,1,2227 2232 2241 2255 2308 2331,,,34.8527 -93.0126 35.2703 -91.9233,,,,,,
20110427-storm1,2011-T0427200501,4/27/11,2011,4,27,2005,,TORNADO,5,AL,Marion,GWX,34.1,-88.15,34.31,-87.79,1915,2033,,,,,0,0,0,,,,27 April 2011 Storm M - no radar identifiable boundary - near a very intense thermodynamic boundary,,,,,,
20110427-storm2,2011-T0427202601,4/27/11,2011,4,27,2026,,TORNADO,3,MS,Monroe,GWX,33.94,-88.72,34.02,-88.5,2001,2124,,,,,0,0,1,2024 2115,,,27 April 2011 Storm A - two distinct cell mergers - one that appears to commence the demise of the Houston-Wren EF3 and another that coincides with the reintensification of the Smithville EF5 in Marion Co AL - automatic dealiasing is no bueno,,,,,,
20110427-storm2,2011-H0427203501,4/27/11,2011,4,27,2035,,HAIL,300,MS,Chickasaw,GWX,34,-88.75,,,2001,2124,,,,,0,0,1,2024 2115,,1,appears to be a time error  - cell trailing 20110427-storm2 does not appear capable of producing this report at this time - report likely associated with 20110427-storm2,,,,,,
20110427-storm2,2011-W0427203503,4/27/11,2011,4,27,2035,,WIND,70,MS,Chickasaw,GWX,34,-88.75,34.01,-88.74,2001,2124,,,,,0,0,1,2024 2115,,1,see notes above,,,,,,
20110427-storm3,2011-T0427210101,4/27/11,2011,4,27,2101,,TORNADO,4,AL,Jackson,HTX,34.62,-85.98,34.82,-85.63,2024,2158,,,,,0,0,1,2033 2038 2047 2057 2111 2134 2143 2153 2158 ,,,27 April 2011 Storm D - cell mergers on cell mergers on cell mergers - so many cell mergers you'll be sick of them - possible terrain influence on inflow cell development and main storm evolution too ,,,,,,
20110427-storm4,2011-H0427211901,4/27/11,2011,4,27,2119,,HAIL,275,MS,Smith,DGX,32.18,-89.72,32.22,-89.64,2005,2204,,,,,0,0,0,,,,27 April 2011 Storm K,,,,,,
20110427-storm4,2011-T0427212701,4/27/11,2011,4,27,2127,,TORNADO,3,MS,Smith,DGX,32.14,-89.69,32.18,-89.55,2005,2204,,,,,0,0,0,,,1,27 April 2011 Storm K,,,,,,
20110427-storm5,2011-T0427220501,4/27/11,2011,4,27,2205,,TORNADO,4,AL,Jackson,HTX,34.79,-85.91,34.99,-85.64,2115,2213,,,,,0,0,1,2125 2143 2153 2202,,,27 April 2011 Storm P - numerous cell mergers - but good quality HTX velocity data until around 2202 UTC then sidelobing seems to pick up - HTX goes down for good at 2216 UTC,,,,,,
20110427-storm6,2011-T0427221001,4/27/11,2011,4,27,2210,,TORNADO,3,AL,Marion,GWX,34.03,-87.94,34.2,-87.63,2056,2233,,,,,0,0,1,2233,,,27 April 2011 Storm E - clear cell merger during the Haleyville tornado beginning with cell intercepting FF region around the time of tornadogenesis and progressing into the inflow/meso region,,,,,,
20110427-storm5,2011-H0427222101,4/27/11,2011,4,27,2221,,HAIL,275,TN,Marion,HTX,35.08,-85.75,,,2115,2213,,,,,0,0,1,2134 2148 ,,1,same cell as the Bridgeport EF4 (20110427-storm5) - also HTX is down by this time,,,,,,
20110427-storm7,2011-T0428003201,4/28/11,2011,4,28,32,,TORNADO,1,AL,Bibb,BMX,33.12,-87.01,33.13,-86.97,2355,126,,,,,0,0,0,,,,27 April 2011 Storm S - cells seem to break off of RFD/hook and not external to storm - not counting these at least for now,,,,,,
20110427-storm8,2011-H0428004801,4/28/11,2011,4,28,48,,HAIL,200,TN,Jefferson,MRX,35.99,-83.46,,,11,134,,,,,0,0,1,0048 0053 0111 0120,,,27 April 2011 Storm T - cell mergers abound with cells coming off the Smokies - storm is clearly a supercell but hard to assess low-level meso given long period of weak low-level meso/predominantly convergent signature and sidelobing attributed to tremendous reflectivity/hail signature,,,,,,
20110427-storm7,2011-T0428011501,4/28/11,2011,4,28,115,,TORNADO,1,AL,Shelby,BMX,33.35,-86.4,33.38,-86.37,2355,126,,,,,,,,,,1,27 April 2011 Storm S - cells seem to break off of RFD/hook and not external to storm - not counting these at least for now,,,,,,
20110427-storm9,2011-T0428012901,4/28/11,2011,4,28,129,,TORNADO,1,TN,Cocke,MRX,35.9,-83.31,35.97,-83.16,48,215,,,,,0,0,1,134,,,20110427 Storm E (again) - time is off by about 10 minutes,,,,,,
20110427-storm10,2011-T0428013601,4/28/11,2011,4,28,136,,TORNADO,4,AL,Tallapoosa,MXX,32.75,-85.88,32.88,-85.59,,,,,,,,,,,,1,NO MXX data,,,,,,
20110510-storm1,2011-H0510215001,5/10/11,2011,5,10,2150,,HAIL,250,SC,Horry,LTX,33.87,-78.76,,,2014,2300,,,,,1,1,1,2300,60,,"34.2643 -78.8425 33.4366 -78.8701 -  reran 2013 to 2123 UTC and 2127 to end - HCRs on the ""warm"" side of the boundary where the supercell initiates - storm crosses from warm to cold side of boundary and rapidly intensifies",,,,,,
20110510-storm2,2011-H0510223701,5/10/11,2011,5,10,2237,,HAIL,300,SC,Greenville,GSP,35.03,-82.38,,,2136,46,,,,,0,0,0,,,,35.2515  -82.5832 34.4603 -82.0448,,,,,,
20110510-storm3,2011-T0511005501,5/11/11,2011,5,11,55,,TORNADO,1,MN,Wright,MPX,45.17,-93.7,45.22,-93.69,2352,224,,,,,0,0,1,42,,,you have done this storm with MYRORSS but forgot to record start/end lat lon you used like a dolt - storm initiates off boundary - cell merger is weak,,,,,,
20110510-storm4,2011-H0511012801,5/11/11,2011,5,11,128,,HAIL,250,MN,Hennepin,MPX,44.99,-93.36,,,10,155,,,,,0,0,0,,,,44.5313 -93.6599 - does not seem to initiate off main boundary - I can't distinguish an interaction with any boundary outside of its initiating boundary and its outflow but this is a very complicated case - merges into cell from south but does not have cell merge into it - ????? shrug emoji,,,,,,
20110510-storm4,2011-H0511013801,5/11/11,2011,5,11,138,,HAIL,200,MN,Hennepin,MPX,44.97,-93.29,,,10,155,,,,,0,0,0,,,1,44.5313 -93.6599 - does not seem to initiate off main boundary - I can't distinguish an interaction with any boundary outside of its initiating boundary and its outflow but this is a very complicated case - merges into cell from south but does not have cell merge into it - ????? shrug emoji,,,,,,
20110511-storm1,2011-H0511213003,5/11/11,2011,5,11,2130,,HAIL,200,WI,Waukesha,MKX,43.1,-88.35,,,,,,,,,,,,,,1,I can't call this a supercell with a straight face,,,,,,
20110522-storm1,2011-T0522234201,5/22/11,2011,5,22,2342,,TORNADO,1,OK,Wagoner,INX,36.06,-95.38,36.07,-95.32,2247,118,,,,,0,1,0,,,,35.9544 -95.8178 36.1562 -94.7364 - complex evolution of two cells close to INX makes it VERY difficult to discern exactly how the tornadic cell evolves between CI and tornado - cell merger not long after analysis period ends,,,,,,
20110524-storm1,2011-H0525015501,5/25/11,2011,5,25,155,,HAIL,275,TX,Tarrant,FWD,32.74,-97.35,,,,,,,,,,,,,,1,report occurs closer to the mesoanticyclone of a supercell undergoing a split - therefore tossing until instructed otherwise,,,,,,
20110525-storm1,2011-T0525162201,5/25/11,2011,5,25,1622,,TORNADO,0,KS,Johnson,EAX,38.88,-94.67,,,1501,1732,,,,,0,0,1,1722,,,38.3044 -94.7674 39.2928 -94.4845 - nebulous ending of this storm - storm merger is questionable - looks like a cell breaks off of the storm to the south and merges in,,,,,,
20110525-storm2,2011-H0525185301,5/25/11,2011,5,25,1853,,HAIL,200,IN,Marion,IND,39.64,-86.05,,,1735,1906,,,,,0,0,0,,,,39.1011 -86.662 39.7247 -85.8607 - cell loses meso just before cell merger,,,,,,
20110525-storm3,2011-H0525212501,5/25/11,2011,5,25,2125,,HAIL,450,MO,St.Louis,LSX,38.56,-90.3,,,2009,2200,,,,,0,0,0,,,,38.0086 -90.6404 38.8380 -90.0491 - cell remains intense but loses discrete RM characteristics,,,,,,
20110525-storm3,2011-H0525213201,5/25/11,2011,5,25,2132,,HAIL,275,MO,St.LouisCity,LSX,38.63,-90.23,,,2009,2200,,,,,0,0,0,,,1,38.0086 -90.6404 38.8380 -90.0491 - cell remains intense but loses discrete RM characteristics,,,,,,
20110525-storm4,2011-T0525231001,5/25/11,2011,5,25,2310,,TORNADO,0,OH,Montgomery,ILN,39.65,-84.12,39.65,-84.11,2229,51,,,,,0,1,0,,,,39.4670 -84.6616 39.8897 -83.2467 - some HCRs but no clear bndy or merger,,,,,,
20110525-storm4,2011-H0525232802,5/25/11,2011,5,25,2328,,HAIL,275,OH,Greene,ILN,39.67,-83.94,39.68,-83.93,2229,51,,,,,0,1,0,,,1,39.4670 -84.6616 39.8897 -83.2467 - some HCRs but no clear bndy or merger,,,,,,
20110525-storm5,2011-T0525234801,5/25/11,2011,5,25,2348,,TORNADO,1,AR,Crittenden,NQA,35.14,-90.18,35.15,-90.14,2315,47,,,,,0,0,0,,,,34.9982 -90.5794 35.4441 -89.6222 - ended analysis as squall line merged into and enveloped discrete cell - did not count as storm merger since line approached from behind and not inflow - track is messy because the supercell has multiple mesocyclones,,,,,,
20110526-storm1,2011-T0526202301,5/26/11,2011,5,26,2023,,TORNADO,0,MS,Jackson,MOB,30.52,-88.55,30.54,-88.5,,,,,,,,,,,,1,can't tell if the tornado is associated with mesoanticyclone or smaller-scale cyclonic circulation but it is definitely not mesocyclonic - punting for now,,,,,,
20110527-storm1,2011-H0528035001,5/28/11,2011,5,28,350,,HAIL,200,SC,Orangeburg,CAE,33.62,-81.1,,,229,532,,,,,0,0,1,312,,,33.5674 -81.3197 33.8061 -80.8588 - begins discrete phase around 0229 UTC,,,,,,
20110609-storm1,2011-H0609233004,6/9/11,2011,6,9,2330,,HAIL,425,KS,Sedgwick,ICT,37.87,-97.67,,,2238,20,,,,,0,0,0,,,,37.8341 -97.9473 37.8056 -97.4056 - becomes embedded in cluster around 0020 UTC,,,,,,
20110609-storm1,2011-T0609235601,6/9/11,2011,6,9,2356,,TORNADO,0,KS,Sedgwick,ICT,37.8,-97.59,37.8,-97.58,2238,20,,,,,0,0,0,,,1,37.8341 -97.9473 37.8056 -97.4056 - becomes embedded in cluster around 0020 UTC,,,,,,
20110617-storm1,2011-H0618003601,6/18/11,2011,6,18,36,,HAIL,200,NE,Saunders,OAX,41.43,-96.62,41.4,-96.61,2337,301,,,,,0,0,0,,,,41.4622 -96.6958 41.2109 -96.5647 - sharp left turn right around 0200 UTC - only boundaries are initiating and outflow,,,,,,
20110618-storm1,2011-H0619034501,6/19/11,2011,6,19,345,,HAIL,200,KS,Ford,DDC,37.88,-99.75,,,,,,,,,,,,,,1,I'm going to need some convincing that this is actually a RM supercell anywhere in the 75 km range of DDC - esp when these reports are occurring,,,,,,
20110618-storm1,2011-W0619034502,6/19/11,2011,6,19,345,,WIND,70,KS,Ford,DDC,37.88,-99.75,,,,,,,,,,,,,,1,I'm going to need some convincing that this is actually a RM supercell anywhere in the 75 km range of DDC - esp when these reports are occurring,,,,,,
20110622-storm1,2011-T0623000401,6/23/11,2011,6,23,4,,TORNADO,2,KY,Jefferson,LVX,38.2,-85.77,38.2,-85.75,2142,117,,,,,0,0,0,,,,37.8879 -86.6627 38.3154 -85.2357 - tiny little LP PITA that wouldn't quit,,,,,,
20110623-storm1,2011-W0623211001,6/23/11,2011,6,23,2110,,WIND,70,WV,Boone,RLX,38.08,-81.87,38.09,-81.85,2014,2247,,,,,0,0,0,,,,38.0613 -82.4681 37.9742 -80.9955 - straightforward homogeneous case,,,,,,
